price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
293550,4,1.75,1250,8840,1,0,0,4,7,910,340,1979,1410,8378
585000,6,3,3870,43787,2,0,0,3,8,2700,1170,1976,2600,35381
225000,2,2.5,1360,2693,2,0,0,3,6,1360,0,2003,1360,2693
185000,4,1,1400,8684,1.5,0,0,3,7,1400,0,1957,1520,8712
402000,3,1.5,1450,7375,1,0,0,3,7,1010,440,1968,1350,7440
585000,5,1.75,1880,16617,1,0,0,3,7,960,920,1963,1720,8400
549000,2,2.5,1380,953,3,0,0,3,9,1380,0,2006,1430,3400
1.81E+06,3,2.25,2910,15626,1.5,0,0,4,9,2510,400,1923,2370,6519
345000,3,1.75,1380,10529,1,0,0,3,7,1380,0,1967,1670,5694
302500,3,2.25,3100,11985,1,0,0,4,7,1790,1310,1963,1770,7954
218500,4,1.75,1400,25500,1,0,0,4,7,1400,0,1964,2170,25500
705000,2,2,1650,6840,1.5,0,0,5,7,1650,0,1916,1700,4560
191000,3,1,840,5525,1,0,0,5,6,840,0,1969,920,5330
695000,3,2.5,2550,45254,2,0,0,3,9,2550,0,2001,2190,49222
350000,2,2.75,2820,11770,2,0,0,3,7,1630,1190,1947,1690,12500
480000,3,1.75,1710,4080,1,0,0,4,7,1130,580,1979,1200,4080
220000,3,1,820,5200,1,0,0,4,6,820,0,1977,1120,5200
535000,4,2.25,2620,33578,2,0,0,3,7,2620,0,1977,2520,35160
1.00E+06,2,1.75,2430,23400,1,0,4,3,10,2430,0,1951,3150,23600
592000,3,1.75,1560,7424,1,0,0,5,8,1560,0,1940,1370,7424
775000,4,2.5,3060,6826,2,0,0,3,9,3060,0,2004,3110,6932
320000,3,2.5,1680,4584,2,0,0,3,7,1680,0,2003,2160,4621
760000,3,3.25,3320,15022,2,0,0,3,10,3320,0,1989,3430,15018
640000,3,2.5,2390,8315,2,0,0,4,9,2390,0,1990,2370,7816
253200,3,1,1360,5840,1,0,0,4,5,1360,0,1953,1250,6708
228000,2,1,1800,9236,1,0,0,3,7,1800,0,1954,1730,5701
325000,3,1,1160,9525,1,0,0,4,7,1160,0,1968,1160,10640
530000,4,3.25,4160,35654,2,0,0,3,8,2760,1400,1973,2500,35675
300000,4,2.25,1660,3200,2,0,0,3,7,1660,0,2011,1960,3558
418000,3,2,1410,6030,1.5,0,0,4,7,1410,0,1930,1410,6300
415000,4,1.75,2230,9625,1,0,4,3,8,1180,1050,1955,2300,8211
384000,3,2.5,1700,4000,2,0,0,3,7,1700,0,2003,1700,4417
325000,3,2.5,2070,8337,2,0,0,3,8,2070,0,1997,2030,7248
600000,3,1.75,2300,12682,1,0,2,3,8,2300,0,1955,2720,14643
760000,4,2.25,3040,9690,1,0,0,4,9,1940,1100,1978,2430,9690
168000,2,1.5,1220,3568,1.5,0,0,4,8,1220,0,1976,1180,3678
405000,3,1,960,3960,1,0,0,3,7,960,0,1943,1550,6050
479000,3,1,1480,10094,1,0,0,4,7,1480,0,1956,1430,10083
549000,3,2,1560,5130,1,0,0,5,7,1150,410,1915,1560,4500
215000,3,1.5,1100,33600,1,0,0,3,7,1100,0,1967,1570,32700
550000,2,1.5,900,5750,1,0,2,3,7,900,0,1940,1300,1413
389000,4,1.75,2400,7700,1.5,0,0,4,7,1500,900,1927,1530,7700
447500,3,2.5,2320,15024,2,0,0,3,8,2320,0,1990,2300,15145
540000,5,3,2570,5590,1,0,0,3,8,1580,990,2009,2020,10500
273500,4,2.75,1300,9638,1,0,0,2,7,1300,0,1983,1670,9638
257000,5,2.75,2930,10148,2,0,0,3,9,2930,0,2002,2930,8425
199000,2,1,720,7200,1,0,0,5,6,720,0,1943,970,8027
339100,4,2.5,2350,10655,2,0,0,3,8,2350,0,1992,2210,7028
435000,4,2.5,2940,7590,2,0,0,3,9,2940,0,1991,2550,8360
400000,3,2.5,2020,3000,1,0,0,4,6,1010,1010,1910,1670,3000
356000,2,1,1430,365904,1,0,0,3,7,1010,420,1991,2300,253519
395000,3,1,950,6951,1,0,0,4,7,950,0,1950,1410,7200
575000,2,1,1250,4320,1,0,0,4,7,850,400,1911,1520,4320
515000,3,1.75,1300,5120,1.5,0,0,4,6,1300,0,1925,1090,5124
618250,4,3.25,2520,3360,1.5,0,0,4,8,1550,970,1931,1730,3360
245000,3,1.5,1330,7125,2,0,0,3,7,1330,0,1968,1570,7350
690000,3,2.75,2480,3240,1.5,0,0,3,9,1890,590,1929,2160,3240
465000,5,2.25,3020,10010,1,0,0,3,7,1510,1510,1959,1760,10878
280000,3,1.75,1770,8240,1,0,0,4,7,1240,530,1978,2060,8250
285000,3,1.75,1930,6533,1,0,0,3,7,1230,700,1960,2030,5954
320000,3,2.25,1650,7047,2,0,0,3,7,1650,0,1994,2010,7763
355000,4,3,2580,9601,2,0,0,4,7,2130,450,1992,1900,10092
670000,3,2,2570,10078,1.5,0,0,3,8,2570,0,1965,2660,8013
550000,1,1,2880,7560,1,0,0,3,7,1440,1440,1925,1400,5040
765000,4,2.75,2660,4500,1.5,0,0,5,8,1860,800,1909,1830,4000
430000,3,1,1560,5225,1.5,0,0,3,7,1260,300,1927,1560,5322
950000,3,2.5,3080,8448,2,0,2,3,9,3080,0,2000,2500,6400
525000,4,1.75,2540,7200,1,0,0,4,7,1270,1270,1947,1650,7200
300000,6,2.5,3080,8163,1,0,0,3,7,1580,1500,1985,1850,8658
345000,3,2.75,2190,7258,2,0,0,3,8,2190,0,2000,2190,8645
838000,3,3.75,2930,150945,2,0,0,3,8,2930,0,1972,2070,43935
1.80E+06,5,2.75,2880,20274,1,0,3,4,9,1660,1220,1959,3750,20220
390000,3,1.75,2160,98445,2,0,0,3,8,2160,0,1978,2004,44431
1.15E+06,3,2,2110,18815,2,0,0,5,7,2110,0,1979,2690,21010
295000,4,2.25,1830,5720,2,0,0,3,7,1830,0,2003,1960,5754
775000,4,4,3180,7650,2,0,0,3,8,2530,650,1920,2000,4080
380000,3,2.5,1880,6047,2,0,0,3,8,1880,0,1993,2120,7188
550000,3,1,1140,8180,1,0,0,3,7,1140,0,1959,1510,8588
199900,5,1.75,1798,11232,1,0,0,3,7,1798,0,1967,1300,15582
329900,3,1.75,1670,5209,1.5,0,0,5,7,1670,0,1908,1990,4960
898000,3,2.25,2580,11060,1,0,0,3,8,2580,0,1964,2580,13868
875000,4,2.25,3720,12384,1,0,2,5,8,1860,1860,1970,3180,15541
375000,4,2.5,2790,7956,2,0,0,3,9,2790,0,2005,1660,8192
365000,3,2.5,2190,5091,2,0,0,3,8,2190,0,2004,2200,5948
530000,4,2.75,2280,2850,1.5,0,0,4,7,1540,740,1930,1680,3800
225500,3,1,1100,5200,1,0,0,4,6,1100,0,1969,920,5200
318000,4,2.25,2180,7000,1,0,0,3,8,1680,500,1969,2000,8000
910000,4,2.5,2770,9798,2,0,0,4,9,2770,0,1986,3040,11100
207000,3,1,1980,18730,1,0,0,4,7,1280,700,1943,1356,9450
1.89E+06,5,3.5,4180,17935,2,0,0,3,11,4180,0,2004,2950,13760
624500,6,3,3030,31920,1,0,0,4,8,1670,1360,1980,2890,35100
640000,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,2007,1910,1553
500000,3,2,1990,65340,2,0,0,3,8,1990,0,1986,2120,59241
390000,5,1.75,2250,8970,1,0,0,4,7,1500,750,1966,1940,8710
284000,3,2.25,2080,2050,1.5,0,0,3,7,1550,530,2003,2080,2275
620000,3,2,2460,41343,1,0,0,4,8,2460,0,1988,2500,53885
306000,3,2.5,2588,5702,2,0,0,3,8,2588,0,2008,2403,5703
495000,4,1.75,2570,12039,1,0,0,3,8,1910,660,1978,2200,12384
499950,3,2.5,2370,12753,2,0,0,3,7,2370,0,2001,2280,16808
330000,3,1,1070,10563,1,0,0,3,7,1070,0,1969,1840,9638
665000,3,2,1940,5820,1.5,0,0,5,7,1150,790,1944,990,3880
850000,3,2.5,2650,2387,2,0,0,3,8,1830,820,1920,1870,2216
599950,4,2.5,2290,6318,2,0,0,4,8,2290,0,1988,2150,7350
360000,4,2.5,2050,9143,2,0,0,3,8,2050,0,1992,1510,9484
699000,3,2.5,2680,5497,2,0,0,3,9,2680,0,2001,2780,5497
475000,3,1.75,1520,8100,1,0,0,5,6,760,760,1945,1040,8100
575000,3,2,2690,435600,2,0,0,3,8,2690,0,1992,1700,163350
345000,2,1.5,1180,844,2,0,0,3,7,990,190,2005,1170,1400
367950,4,2.5,3030,9500,2,0,0,3,8,3030,0,1989,2650,9500
374500,3,2.25,1400,11400,2,0,0,3,8,1400,0,1984,2180,9248
607500,4,2.5,3000,8100,2,0,0,3,8,3000,0,1992,1550,8100
374000,3,1,1200,9800,1,0,0,4,7,1200,0,1971,1220,10220
390000,3,1,1000,6947,1,0,0,3,7,1000,0,1947,1000,6947
705000,4,3.25,2740,5339,2.5,0,0,3,9,2740,0,2004,1770,4820
467000,3,2.5,1990,4978,2,0,0,3,8,1990,0,2004,2650,6816
243500,3,3,2110,7794,1,0,0,3,6,2110,0,1981,1330,10044
593000,3,2.75,1830,1850,2,0,0,3,10,1690,140,2011,2310,2680
223000,3,1,940,7980,1,0,0,3,6,940,0,1961,1050,7980
574000,4,2.5,2980,10179,2,0,2,3,9,2980,0,2003,2980,8828
400000,3,2,2260,11305,1,0,0,3,7,1130,1130,1986,2080,10248
772000,4,2.75,3470,70131,1,0,0,4,8,1750,1720,1962,2950,43560
593777,3,1.75,1510,10450,1,0,0,4,7,1510,0,1964,1310,9450
539500,4,3.5,2710,5722,2,0,0,4,8,2040,670,1997,2500,5722
550000,3,2.5,2080,2625,2,0,0,3,8,2080,0,2006,1760,2772
265000,2,2,1860,10856,1,0,0,3,8,1260,600,1952,1250,10008
428000,3,1.75,2120,9350,1,0,0,3,7,1280,840,1979,2200,9000
505000,3,2,1110,8375,1,0,0,5,7,1110,0,1951,1410,7734
925000,5,5.5,5190,12637,2,0,2,3,11,5190,0,2001,3840,12637
230000,3,1.75,1520,15344,1,0,0,3,8,1520,0,1968,2270,14981
695000,4,2.5,2650,9990,2,0,0,3,10,2650,0,1990,2710,8012
700000,4,2.75,3350,7857,2,0,2,3,9,3350,0,2004,3870,7886
712500,3,1.75,1770,2800,1.5,0,0,3,7,1770,0,1914,1630,3254
480000,3,2.5,2200,4692,2,0,0,3,8,2200,0,2005,2440,3833
470000,3,2.5,2000,8424,1,0,0,4,7,1300,700,1968,2110,8400
335000,3,1.75,1730,15003,1,0,0,3,7,1150,580,1980,1900,15483
270000,3,1.5,1300,7907,1,0,0,3,7,900,400,1970,1630,7600
810000,5,3.25,2950,67475,1,0,0,3,8,2530,420,1981,2620,39820
589000,3,3,1720,954,3,0,0,3,8,1460,260,2006,1720,1294
415000,2,1,880,4558,1,0,0,3,7,880,0,1951,1370,5243
197000,4,2.25,1790,13200,1,0,0,3,7,1220,570,1979,1740,8950
235500,3,1.5,1380,7600,1,0,0,4,7,790,590,1971,1570,7904
460000,3,2.25,1530,1840,2,0,0,3,8,1240,290,2008,1800,3431
572500,5,1.75,2330,4947,1,0,0,4,8,1380,950,1955,2120,5605
302000,5,2,1540,9629,1,0,0,4,7,1540,0,1960,2260,9600
870000,3,2.5,3210,8630,2,0,0,4,10,2530,680,1990,2630,8630
485000,3,1,1130,5758,1,0,0,3,7,960,170,1939,1510,6000
240000,3,2,1460,7526,1,0,0,3,7,1460,0,1968,1580,7526
383000,3,1.75,1410,7215,1,0,0,3,7,1410,0,1967,1550,7600
750000,4,2.75,1750,5080,1.5,0,0,3,8,1750,0,1903,1700,4572
409950,2,1.75,1370,5125,1,0,0,5,6,1370,0,1944,1200,5100
246000,3,1.5,1780,23819,1,0,0,3,7,1780,0,1953,1130,14450
860000,4,1.75,1890,4500,2,0,0,5,7,1490,400,1937,1890,5000
339950,3,2.25,1630,12295,2,0,0,4,7,1630,0,1985,1730,9948
315000,5,1.75,2320,8100,1,0,0,4,7,1160,1160,1956,1410,7271
698000,3,2.5,2580,4636,2,0,0,3,9,2580,0,2006,2480,4500
419000,2,2.5,1470,2034,2,0,0,4,8,1470,0,1985,1510,2055
372000,3,1,2298,10140,1,0,0,3,7,2298,0,1969,2580,24724
425000,3,2.5,1960,4709,2,0,0,3,7,1960,0,2003,1700,4444
386500,3,2.25,2950,8036,1.5,0,0,3,8,1950,1000,1963,2060,7200
348000,2,1,670,7312,1,0,0,3,5,670,0,1942,860,8242
754000,5,3.5,3020,15305,2,0,0,3,10,2230,790,1978,3680,14486
269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,930,7308
891500,3,2.5,3090,20785,2,0,0,4,10,3090,0,1991,3400,7566
349950,4,1.75,1780,5000,1,0,0,5,7,890,890,1903,1860,5000
360000,2,1,1420,81892,1,0,0,3,7,1180,240,1956,1490,1863
975000,4,2.25,2420,15482,2,0,0,4,8,2420,0,1925,2870,13905
449250,4,2,1480,3844,1.5,0,0,5,7,1480,0,1928,1480,3844
350000,4,2.25,2190,3850,2,0,0,3,7,2190,0,2006,1900,3850
790000,4,1.75,1820,6137,1.5,0,3,4,7,1690,130,1911,2130,5100
990000,3,1.75,1810,24586,1,0,4,4,9,930,880,1983,3540,14200
834000,3,2.25,2550,4089,2,0,0,3,9,2550,0,1983,1680,4089
466950,3,1,1360,3880,1,0,0,3,7,1060,300,1963,1110,3880
262500,3,1.75,2259,26831,1.5,0,3,5,7,1491,768,1908,1980,15794
762300,4,2.5,3880,14550,2,0,0,3,10,3880,0,1987,3240,14045
733000,6,2.75,2730,5000,1,0,0,3,8,1780,950,1962,2090,5000
439000,4,2.5,2800,17279,1,0,2,3,7,1560,1240,1957,3060,13423
1.16E+06,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,1920,4000
420000,3,2.5,1770,3993,2,0,0,3,8,1770,0,1999,1820,4046
549000,3,2.25,1920,10961,2,0,0,3,8,1920,0,1981,2000,10706
518000,4,2.5,2320,4000,1.5,0,0,5,8,1510,810,1905,1490,4500
695000,4,2.5,2961,12146,2,0,0,3,9,2961,0,1998,2620,17749
485000,3,2.5,1680,7385,2,0,0,3,8,1680,0,1988,1970,7470
280000,3,1.75,1590,27200,1.5,0,0,4,6,1590,0,1926,1820,74052
306500,2,1,1420,16400,1.5,0,0,4,6,1420,0,1943,1900,16400
720000,2,1,1370,9460,1,0,0,3,6,1370,0,1950,1690,9930
277500,3,2.5,2620,4558,2,0,3,3,7,2620,0,2010,1670,4558
649000,3,2,1810,17006,2,1,4,3,8,1810,0,1913,2180,24911
3.40E+06,4,3.5,4730,47870,1,1,4,3,10,2940,1790,1954,3250,49346
267800,2,1,700,6000,1,0,0,4,6,700,0,1949,920,6000
625000,4,2.75,2390,6979,2,0,0,3,8,2390,0,1993,2090,6321
600000,4,2.5,2070,8127,1.5,0,0,3,9,1590,480,1924,2050,8131
395000,4,2,1780,8149,1.5,0,0,4,7,1780,0,1948,1180,8149
212000,4,2.5,1900,21780,1.5,0,0,3,7,1900,0,1940,1240,9166
425000,2,1,1040,4040,1,0,0,3,7,940,100,1928,1420,4040
870000,4,1.75,2370,5000,1.5,0,2,3,8,1770,600,1919,2100,4550
420000,3,2.5,1970,3667,2,0,0,3,7,1970,0,2004,1970,3739
800000,4,2.25,2120,9921,2,0,0,3,8,2120,0,1981,1890,7845
575000,3,2.5,1960,9535,2,0,0,3,8,1960,0,1989,2520,9206
915000,3,3.25,2660,4000,2,0,0,3,9,2170,490,2003,2660,4000
400000,3,2.25,1180,14258,2,0,0,3,7,1180,0,1987,1860,10390
750000,3,2.5,2390,6550,1,0,2,4,8,1440,950,1955,2010,6550
235000,3,1,1250,7592,1,0,0,5,7,1250,0,1961,1250,7592
599950,5,3,2600,13674,1,0,0,5,8,1300,1300,1967,2150,7800
481203,2,1,940,3800,1,0,0,3,7,940,0,1929,1680,3800
1.82E+06,5,3,3880,13000,2,0,0,3,10,3880,0,1972,3470,13701
379000,3,2.5,1530,2913,2,0,0,4,7,1530,0,1986,1370,3783
626000,3,1.75,2430,5000,2,0,0,4,7,1760,670,1945,1320,4062
535000,2,1,1030,4841,1,0,0,3,7,920,110,1939,1530,4944
1.23E+06,4,2.5,2740,16007,2,0,0,3,9,2740,0,1984,2760,16008
410000,2,1.5,1180,1034,2,0,0,3,7,1120,60,2001,1137,1034
940000,4,2.5,3090,9238,1,0,3,4,8,1680,1410,1967,2690,8500
326250,3,1,1060,9663,1,0,0,3,7,1060,0,1967,1320,10162
200000,2,1,790,5985,1,0,0,3,6,790,0,1944,1030,5985
880000,4,2.5,3070,8250,1,0,0,5,8,2100,970,1958,2270,8800
370000,2,2,2100,58488,2,0,0,3,9,2100,0,2005,1440,59346
190000,2,2.5,1100,1737,2,0,0,3,8,1100,0,2006,1610,2563
160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,1150,4200
625000,4,3,2190,12825,1,0,0,3,9,1520,670,1989,3050,4673
590000,4,3.5,3450,6873,2,0,0,3,10,2750,700,2004,3450,6873
575000,3,2.5,2070,3599,2,0,0,3,8,2070,0,1999,2070,6844
470000,2,1,1190,5200,1,0,0,5,7,1190,0,1912,1550,5100
130000,2,1,600,1500,1,0,0,4,4,600,0,1900,1130,6000
229000,3,1,940,8400,1,0,0,3,7,940,0,1958,1190,8400
279900,3,1,1280,12928,1.5,0,0,3,6,1280,0,1942,1610,19467
307000,3,1,1370,7500,1,0,0,3,7,1370,0,1960,1160,7500
399950,3,1.75,2450,15001,1,0,0,3,7,1980,470,1989,1790,15323
405000,4,2.25,1970,15743,1,0,0,3,7,1370,600,1962,2390,11336
539950,4,2.75,2910,9000,1,0,0,4,8,2130,780,1966,1970,9000
129000,2,1,760,5240,1,0,0,3,6,760,0,1949,980,5080
340000,3,1.75,1270,8422,1,0,0,3,7,1270,0,1967,1470,8500
214950,3,1.75,1570,4875,1,0,0,4,7,1310,260,1977,1380,5200
450000,4,2.75,2310,5650,1,0,2,3,8,1330,980,1952,2300,5650
515000,3,1.75,1900,5000,1,0,0,4,7,950,950,1925,1420,5000
1.40E+06,4,2.25,3780,5160,2,0,0,4,9,2510,1270,1907,2740,5160
230000,3,1,1060,9946,1,0,0,4,7,1060,0,1956,1310,10619
681000,3,1.75,1880,10032,1,0,0,4,8,1880,0,1984,2430,9732
255000,3,1,1160,8636,1,0,0,3,6,1160,0,1923,1300,8636
580000,2,1,860,4013,1,0,0,3,7,860,0,1925,1490,4013
295000,2,2,1590,8000,1,0,0,3,7,910,680,1984,1590,8364
286000,2,1,1170,6543,1,0,0,3,7,1170,0,1913,1550,7225
425000,3,1.5,1190,8100,1,0,0,3,7,830,360,1947,1256,8100
170000,2,1,1300,11400,1,0,0,3,7,1300,0,1961,1360,9750
380000,3,2,1660,8281,1,0,0,3,7,1660,0,1949,1660,7559
506000,3,2,1160,6120,1,0,0,3,7,1160,0,1947,1150,5100
315000,3,2.5,1950,9618,2,0,0,3,7,1950,0,1992,1890,7133
449950,4,2.5,2470,3811,2,0,0,3,8,2470,0,1999,2400,4266
255000,3,1,1430,12420,1,0,0,3,7,1430,0,1964,1900,10350
289000,3,2.5,1970,9607,2,0,0,3,7,1090,880,1988,2020,9608
389000,3,1.75,1400,10018,1,0,0,4,7,1400,0,1962,1350,9300
327000,3,1.5,1510,344124,1,0,2,4,7,1510,0,1964,1750,169884
2.89E+06,7,3,5350,14400,2.5,0,0,4,10,5020,330,1910,3050,7469
210000,3,1,920,6612,1,0,0,3,6,920,0,1948,1860,8424
1.68E+06,4,3.75,7620,29536,2,0,3,3,11,5980,1640,2005,2840,20809
360000,4,2.5,2490,4751,2,0,0,3,7,2490,0,2001,2510,5233
875000,4,2.5,3030,16000,2,0,0,3,11,3030,0,1990,3670,16641
550000,4,2.25,1650,7200,1,0,0,3,8,1650,0,1967,2180,7950
257500,3,1.5,1210,12500,1,0,0,3,7,1210,0,1962,1210,12500
1.08E+06,4,2.75,2990,7389,1.5,0,0,4,8,2090,900,1923,2510,6157
202950,2,1,1060,5144,1,0,0,5,6,1060,0,1969,1130,5200
622000,4,1.75,2680,6120,1,0,0,5,8,1340,1340,1959,2320,6840
455000,4,1.75,1790,45738,1,0,0,3,8,1410,380,1976,1870,47480
805000,3,2.5,2690,17461,2,0,3,3,10,2690,0,1997,3610,16887
257000,2,1,770,9497,1,0,0,3,6,770,0,1950,1550,7532
744500,5,2.5,2700,16570,1,0,0,4,8,1750,950,1967,2570,11840
885000,4,2.5,2620,9157,2,0,0,3,8,2620,0,1996,2240,7405
355000,2,2.25,930,747,2,0,0,3,8,630,300,2007,940,6000
240000,3,1,1340,7000,1,0,0,4,7,1340,0,1978,1850,7904
169000,3,1.5,1470,18459,2,0,0,4,6,1470,0,1916,1750,16074
639900,3,2.5,2330,4160,2,0,0,4,8,2330,0,1992,2940,4500
292000,3,1.75,1730,11325,1,0,0,5,7,1730,0,1972,2030,17859
563500,4,2.5,2780,7838,2,0,3,3,9,2780,0,2004,3160,7848
389000,2,2,1200,7131,1,0,0,3,8,1200,0,2006,1670,4601
2.75E+06,4,3.25,4430,21000,2,0,0,3,10,4430,0,1952,3930,20000
661000,3,2,1820,4418,2,0,0,4,8,1820,0,1994,1920,13402
344000,2,2,1300,4659,1,0,0,3,8,1300,0,2005,1640,4780
510000,1,1,680,6600,1,0,0,3,5,480,200,1916,1170,5500
289000,2,1,780,4132,1,0,0,3,7,780,0,1942,1100,5100
365000,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,1720,11250
410000,3,1.5,1750,32500,1,0,0,4,7,1750,0,1966,1820,102801
535610,3,1,1610,5100,1.5,0,0,5,7,1010,600,1901,1270,5100
397950,4,1.75,2120,7620,2,0,0,3,8,2120,0,1971,1820,7620
284000,3,1.75,1430,4850,1,0,0,3,7,930,500,1978,1430,4850
201000,4,1.5,1360,8100,1.5,0,0,3,7,1360,0,1962,1300,8100
734000,4,2.25,2530,5000,1.5,0,0,4,7,1690,840,1925,1530,5000
357500,5,3,3270,9146,2,0,0,3,7,3270,0,2002,3200,6300
550120,5,2.5,2620,8050,1,0,0,3,8,1520,1100,1975,2030,7676
300000,3,1.5,1810,8232,1,0,0,3,8,1810,0,1988,2260,8491
374950,3,2.5,2120,9653,2,0,0,3,8,2120,0,1992,1780,9801
602500,4,1.75,2190,41000,2,0,0,3,8,2190,0,1980,2590,35370
221000,3,1,980,7606,1,0,0,3,7,980,0,1954,980,8125
920000,5,3,2230,4400,2,0,0,3,7,1730,500,1913,1280,1800
235000,4,2,1540,9279,1,0,0,3,7,1540,0,1955,1540,5110
375000,3,1,980,7296,1,0,0,3,7,980,0,1967,1280,7296
599000,4,2.5,2120,3640,2,0,0,3,8,2120,0,2005,2190,3640
562100,3,2.25,2090,12112,2,0,0,3,8,2090,0,1983,1760,12112
640000,3,2.5,1620,1377,2,0,0,3,8,1100,520,2009,1620,1251
294000,3,2,1650,11256,1,0,0,4,7,1250,400,1957,1860,11256
714000,4,2.5,3230,7766,2,0,0,3,9,3230,0,2005,3740,8344
970000,4,3.25,2790,5420,1,0,3,3,9,1130,1660,1963,2530,7200
280000,4,2.25,1600,7916,2,0,0,3,7,1600,0,1991,1540,7242
260000,4,2.5,1790,4358,2,0,0,3,7,1790,0,1993,1790,4305
294000,3,1.5,2060,15050,1.5,0,0,4,7,2060,0,1938,1900,15674
255500,4,1,1370,41194,1.5,0,2,5,5,1370,0,1900,1590,84070
3.30E+06,5,4.75,6200,13873,2,1,4,4,11,4440,1760,1989,2940,13525
450000,3,2,1510,43560,1,0,0,3,7,1510,0,1954,2060,67756
368000,3,1,1280,9898,1,0,0,3,7,1280,0,1968,1290,9625
830000,4,2.25,2180,11056,1,0,0,3,8,1370,810,1963,2090,8747
282500,2,1.75,1440,11210,1,0,0,4,6,1130,310,1935,1250,9381
335000,3,2.25,1580,16215,1,0,0,4,7,1580,0,1978,1450,16215
558000,2,2,1580,5750,1,0,0,5,6,790,790,1910,1580,5750
270000,4,1.5,1730,8505,1.5,0,0,4,7,1730,0,1961,1510,8505
152000,2,1,700,13500,1,0,0,3,4,700,0,1920,1600,10124
493000,4,1.75,2030,18295,1.5,0,0,4,7,2030,0,1975,1970,7307
740000,4,2.5,2500,10330,2,0,0,3,10,2500,0,1992,2710,8375
789800,3,2.5,2605,2216,2,0,2,3,9,2090,515,1979,2605,2300
275000,2,1,910,4191,1,0,0,3,6,910,0,1910,1480,6050
1.50E+06,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,1914,2780,6480
424000,3,1.75,1140,3395,1,0,0,5,7,620,520,1925,1480,3500
715000,2,1,1000,3513,1,0,4,4,5,1000,0,1914,1930,4920
600000,4,2.5,3010,7953,2,0,0,3,9,3010,0,2000,2670,6202
802000,2,1.75,2110,8700,1,0,4,4,9,1760,350,1960,2120,9500
165000,3,1,910,8700,1,0,0,4,6,910,0,1943,1090,8700
750000,4,3.25,2050,5000,2,0,0,4,8,1370,680,1987,1720,5000
405000,2,1,1090,10481,1,0,0,2,7,780,310,1981,1160,10533
521900,3,2.5,2100,12338,2,0,0,3,9,2100,0,1997,2320,6257
275000,3,1,1000,8018,1,0,0,3,7,1000,0,1969,1270,8000
600000,5,3.25,4410,58157,2,0,0,4,9,2330,2080,2001,2460,42565
442500,3,1.75,1800,10200,1,0,0,3,8,1800,0,1967,2140,10128
229950,2,1,920,7716,1,0,0,3,6,920,0,1944,1410,7128
274950,3,2,1410,7265,1,0,0,4,7,1410,0,1983,1390,8060
407185,3,1.75,1860,48076,1.5,0,0,4,8,1860,0,1929,1410,23066
468000,4,2.5,2100,8400,1,0,0,4,7,1240,860,1976,1980,8610
450000,2,1,1030,4365,1,0,0,3,7,1030,0,1942,1420,4268
219950,2,1,940,8997,1,0,0,5,7,940,0,1955,1110,9126
275000,2,2.5,1340,5995,2,0,0,3,7,1340,0,1989,1540,6616
229950,2,1,850,6000,1,0,0,3,6,850,0,1924,1100,6000
675000,3,1.75,2130,4400,1,0,0,3,7,1430,700,1922,1710,3300
412950,4,2.5,2430,6796,2,0,0,3,8,2430,0,1993,2450,8400
670000,5,2.25,2290,39000,2,0,0,3,8,2290,0,1979,2750,39900
420000,3,1.75,1230,10005,1,0,0,4,7,1230,0,1963,1530,8560
358000,3,1.5,1150,27319,1,0,0,4,6,1150,0,1976,1700,30691
680000,3,2.5,2120,3600,2,0,0,3,9,2120,0,2005,2540,4592
380000,2,1,980,3400,1,0,0,3,7,980,0,1923,1200,3420
515000,3,2.5,2130,219978,2,0,0,3,8,2130,0,1986,3340,217800
325000,2,1,1050,4800,1,0,0,4,7,1050,0,1969,1230,4800
875000,3,2.5,1820,6848,1,0,0,4,7,1820,0,1953,2080,11700
426000,3,2.5,2210,5750,2,0,0,3,7,1710,500,1914,1350,5750
868500,5,2.5,2490,9639,1,0,0,4,8,1610,880,1959,2290,9958
657500,4,2.75,4140,24190,2,0,0,3,11,4140,0,2002,3950,24190
366000,2,1,1210,3090,1,0,0,3,6,860,350,1926,1210,3348
385000,2,1,1010,4000,1,0,0,3,6,1010,0,1911,1040,4000
300000,4,2,2050,8750,1,0,0,3,7,1300,750,1967,2050,8750
810000,3,1.75,2060,3300,2,0,0,4,9,1500,560,1918,1830,3712
460000,4,1.75,1560,7200,1,0,0,3,6,860,700,1943,1420,7200
459000,3,2.5,1780,4000,2,0,0,4,8,1780,0,1995,1730,4000
260000,3,1.75,1460,10000,1,0,0,4,8,1460,0,1967,1930,14175
557865,4,2.5,3030,6813,2,0,0,3,9,3030,0,1987,2310,8682
295000,4,1,980,3000,1.5,0,0,4,7,980,0,1914,1525,3000
375000,4,2.25,1450,7245,1,0,0,5,7,1450,0,1950,1660,7800
2.11E+06,3,2.25,3230,17833,2,0,0,4,9,3230,0,1973,3690,17162
