WERKS,SCENARIO,KTOKK,VSTATU,VPATD,EKORG,EKGRP,TOTGRQTY,TOTIRQTY,NODLGR,NODLIR,DIFGRIRD,DIFGRIRV,STATUS
ML01,1,2,2,90,1,A,8,0,12,0,8,42000,0
ML01,1,2,2,90,1,A,7,0,179,0,7,3500,1
ML01,1,2,2,90,1,A,11,0,159,0,11,5500,1
ML01,1,2,2,90,1,A,16,0,139,0,16,8000,1
ML01,1,2,2,90,1,A,20,0,119,0,20,10000,1
ML01,1,2,1,90,1,A,24,0,38,0,24,12000,0
ML01,1,1,1,60,1,A,4,0,187,0,4,2400,1
ML01,1,1,1,60,1,A,6,0,182,0,6,3600,1
ML01,1,1,1,60,1,A,10,0,172,0,10,6000,0
ML01,1,1,2,60,1,A,12,0,167,0,12,7200,1
ML01,1,1,2,30,1,A,14,0,162,0,14,8400,1
ML01,1,1,2,30,1,A,16,0,157,0,16,9600,1
ML01,1,1,2,30,1,A,18,0,152,0,18,10800,1
ML01,1,1,2,30,1,A,20,0,147,0,20,12000,1
ML01,1,1,2,30,1,A,22,0,142,0,22,13200,1
ML01,1,1,2,90,1,A,26,0,132,0,26,15600,1
ML01,1,1,2,90,1,A,28,0,127,0,28,16800,1
ML01,1,1,2,90,1,A,30,0,122,0,30,18000,1
ML01,1,1,2,90,1,A,32,0,117,0,32,19200,1
ML01,1,1,2,90,1,A,34,0,112,0,34,20400,1
ML01,1,2,1,60,1,A,22,0,139,0,22,13200,0
ML01,1,2,1,60,1,A,1,0,119,0,1,1500,1
ML01,1,2,1,60,1,A,5,0,30,0,5,2400,0
ML01,1,2,1,60,1,A,30,0,187,0,30,18000,0
ML01,1,2,1,60,1,A,32,0,182,0,32,19200,0
ML01,1,2,1,30,1,A,34,0,177,0,34,20400,0
ML01,1,2,1,30,1,A,2,0,172,0,2,2200,1
ML01,1,2,1,30,1,A,40,0,162,0,40,24000,0
ML01,1,2,1,30,1,A,42,0,157,0,42,25200,0
ML01,1,2,1,90,1,A,10,0,152,0,10,5000,0
ML01,1,2,1,90,1,A,30,0,147,0,30,9000,0
ML01,1,2,1,90,1,A,12,0,142,0,12,8400,0
ML01,1,2,1,90,1,A,15,0,137,0,15,15000,0
ML01,1,1,1,60,1,A,10,0,217,0,10,7000,0
ML01,1,1,1,60,1,A,14,0,211,0,14,9800,0
ML01,1,1,1,60,1,A,16,0,34,0,16,11200,0
ML01,1,1,1,60,1,A,18,0,199,0,18,12600,0
ML01,1,1,1,60,1,A,20,0,193,0,20,14000,0
ML01,1,1,1,30,1,A,22,0,187,0,22,15400,0
ML01,1,1,1,30,1,A,24,0,181,0,24,16800,0
ML01,1,1,1,30,1,A,5,0,175,0,5,3500,1
ML01,1,1,1,30,1,A,28,0,169,0,28,19600,0
ML01,1,1,1,30,1,A,30,0,163,0,30,21000,0
ML01,1,1,1,90,1,A,32,0,157,0,32,22400,0
ML01,1,1,1,90,1,A,34,0,151,0,34,23800,0
ML01,1,1,1,90,1,A,4,0,145,0,4,3600,1
ML01,1,1,1,90,1,A,38,0,139,0,38,26600,0
ML01,1,1,1,90,1,A,40,0,133,0,40,28000,0
ML01,1,1,1,90,1,A,42,0,196,0,42,29400,0
ML01,1,2,2,60,1,A,4,0,188,0,4,2400,1
ML01,1,2,2,60,1,A,6,0,184,0,6,3600,1
ML01,1,2,2,60,1,A,8,0,180,0,8,4800,1
ML01,1,2,2,60,1,A,10,0,176,0,10,6000,1
ML01,1,2,2,60,1,A,12,0,172,0,12,7200,1
ML01,1,2,2,30,1,A,14,0,168,0,14,8400,1
ML01,1,2,2,30,1,A,16,0,164,0,16,9600,1
ML01,1,2,2,30,1,A,18,0,160,0,18,10800,1
ML01,1,2,2,30,1,A,22,0,152,0,22,13200,1
ML01,1,2,2,90,1,A,24,0,148,0,24,14400,1
ML01,1,2,2,90,1,A,26,0,144,0,26,15600,1
ML01,1,2,2,90,1,A,28,0,140,0,28,16800,1
ML01,1,2,2,90,1,A,30,0,136,0,30,18000,1
ML01,1,2,2,90,1,A,32,0,132,0,32,19200,1
ML01,1,2,1,90,1,A,34,0,62,0,34,20400,0
ML01,1,1,2,60,1,A,6,0,184,0,6,4200,1
ML01,1,1,2,60,1,A,10,0,176,0,10,7000,1
ML01,1,1,2,60,1,A,12,0,172,0,12,8400,1
ML01,1,1,2,30,1,A,16,0,164,0,16,11200,1
ML01,1,1,2,30,1,A,18,0,160,0,18,12600,1
ML01,1,1,2,30,1,A,22,0,152,0,22,15400,1
ML01,1,1,2,90,1,A,26,0,144,0,26,18200,1
ML01,1,1,2,90,1,A,28,0,140,0,28,19600,1
ML01,1,1,2,90,1,A,30,0,136,0,30,21000,1
ML01,1,1,2,90,1,A,32,0,132,0,32,22400,1
ML01,1,1,2,90,1,A,34,0,128,0,34,23800,1
ML01,1,2,1,60,1,A,10,0,188,0,10,7000,0
ML01,1,2,1,60,1,A,12,0,184,0,12,8400,0
ML01,1,2,1,60,1,A,16,0,176,0,16,11200,0
ML01,1,2,1,60,1,A,18,0,172,0,18,12600,0
ML01,1,2,1,30,1,A,20,0,168,0,20,14000,0
ML01,1,2,1,30,1,A,24,0,160,0,24,16800,0
ML01,1,2,1,30,1,A,26,0,156,0,26,18200,0
ML01,1,2,1,30,1,A,3,0,152,0,3,1300,1
ML01,1,2,1,90,1,A,30,0,148,0,30,21000,0
ML01,1,2,1,90,1,A,34,0,79,0,34,23800,0
ML01,1,1,2,60,1,B,10,0,222,0,10,5000,1
ML01,1,1,2,60,1,B,30,0,212,0,30,9000,1
ML01,1,1,2,60,1,B,12,0,192,0,12,8400,1
ML01,1,1,2,60,1,B,15,0,172,0,15,15000,1
ML01,1,1,2,60,1,B,5,0,152,0,5,8000,1
ML01,1,1,2,60,1,B,6,0,132,0,6,5400,1
ML01,1,1,2,30,1,B,20,0,92,0,20,6000,0
ML01,1,1,2,30,1,B,25,0,72,0,25,10000,0
ML01,1,1,2,90,1,B,4,0,12,0,4,2000,0
ML01,1,1,2,90,1,B,11,0,159,0,11,5500,1
ML01,1,1,2,90,1,B,16,0,139,0,16,8000,1
ML01,1,1,2,90,1,B,20,0,119,0,20,10000,1
ML01,1,1,2,90,1,B,24,0,99,0,24,12000,1
ML01,1,2,1,60,1,B,8,0,152,0,8,5600,0
ML01,1,2,1,60,1,B,3,0,142,0,3,5800,0
ML01,1,2,1,60,1,B,26,0,122,0,26,20800,0
ML01,1,2,1,60,1,B,30,0,112,0,30,24000,0
ML01,1,2,1,30,1,B,34,0,102,0,34,27200,0
ML01,1,2,1,30,1,B,38,0,92,0,38,30400,0
ML01,1,2,1,30,1,B,42,0,82,0,42,33600,0
ML01,1,2,1,30,1,B,46,0,72,0,46,36800,0
ML01,1,2,1,30,1,B,50,0,62,0,50,40000,0
ML01,1,2,1,90,1,B,5,0,52,0,5,5000,0
ML01,1,2,1,90,1,B,58,0,42,0,58,46400,0
ML01,1,2,1,90,1,B,62,0,32,0,62,49600,0
ML01,1,2,1,90,1,B,66,0,22,0,66,52800,0
ML01,1,2,1,90,1,B,4,0,12,0,4,3600,0
ML01,1,2,1,90,1,B,74,0,2,0,74,59200,0
ML01,1,1,2,60,1,B,10,0,162,0,10,8000,1
ML01,1,1,2,60,1,B,14,0,152,0,14,11200,1
ML01,1,1,2,60,1,B,18,0,142,0,18,14400,1
ML01,1,1,2,60,1,B,22,0,10,0,22,17600,0
ML01,1,1,2,60,1,B,26,0,122,0,26,20800,1
ML01,1,1,2,60,1,B,30,0,112,0,30,24000,1
ML01,1,1,1,30,1,B,38,0,92,0,38,30400,0
ML01,1,1,1,30,1,B,3,0,141,0,3,6500,0
ML01,1,1,1,30,1,B,50,0,62,0,50,40000,0
ML01,1,1,1,90,1,B,54,0,52,0,54,43200,0
ML01,1,1,1,90,1,B,4,0,42,0,4,3600,0
ML01,1,1,1,90,1,B,62,0,32,0,62,49600,0
ML01,1,1,1,90,1,B,66,0,22,0,66,52800,0
ML01,1,1,1,90,1,B,7,0,12,0,7,4200,0
ML01,1,1,1,90,1,B,74,0,2,0,74,59200,0
ML01,1,2,2,60,1,B,4,0,187,0,4,2400,1
ML01,1,2,2,60,1,B,6,0,182,0,6,3600,1
ML01,1,2,2,60,1,B,12,0,167,0,12,7200,1
ML01,1,2,2,30,1,B,14,0,162,0,14,8400,1
ML01,1,2,2,30,1,B,16,0,157,0,16,9600,1
ML01,1,2,2,30,1,B,20,0,147,0,20,12000,1
ML01,1,2,2,90,1,B,24,0,137,0,24,14400,1
ML01,1,2,2,90,1,B,26,0,132,0,26,15600,1
ML01,1,2,2,90,1,B,28,0,127,0,28,16800,1
ML01,1,2,2,90,1,B,32,0,117,0,32,19200,1
ML01,1,2,2,90,1,B,34,0,112,0,34,20400,1
ML01,1,1,1,60,1,B,6,0,187,0,6,3600,1
ML01,1,1,1,60,1,B,10,0,182,0,10,6000,0
ML01,1,1,1,60,1,B,12,0,177,0,12,7200,0
ML01,1,1,1,60,1,B,16,0,172,0,16,9600,0
ML01,1,1,1,30,1,B,22,0,162,0,22,13200,0
ML01,1,1,1,30,1,B,24,0,157,0,24,14400,0
ML01,1,1,1,30,1,B,28,0,147,0,28,16800,0
ML01,1,1,1,30,1,B,30,0,142,0,30,18000,0
ML01,1,1,1,90,1,B,32,0,137,0,32,19200,0
ML01,1,1,1,90,1,B,34,0,132,0,34,20400,0
ML01,1,1,1,90,1,B,36,0,127,0,36,21600,0
ML01,1,1,1,90,1,B,40,0,117,0,40,24000,0
ML01,1,1,1,90,1,B,1,0,112,0,1,3000,1
ML01,1,2,2,60,1,B,10,0,222,0,10,5000,1
ML01,1,2,2,60,1,B,30,0,212,0,30,9000,1
ML01,1,2,2,60,1,B,12,0,192,0,12,8400,1
ML01,1,2,2,60,1,B,15,0,172,0,15,15000,1
ML01,1,2,2,60,1,B,5,0,152,0,5,8000,1
ML01,1,2,2,60,1,B,6,0,132,0,6,5400,1
ML01,1,2,2,30,1,B,8,0,112,0,8,9600,1
ML01,1,2,2,30,1,B,18,0,52,0,18,9000,0
ML01,1,2,2,30,1,B,22,0,32,0,22,11000,0
ML01,1,2,2,90,1,B,6,0,12,0,6,36000,0
ML01,1,2,2,90,1,B,7,0,179,0,7,3500,1
ML01,1,2,2,90,1,B,11,0,159,0,11,5500,1
ML01,1,2,2,90,1,B,16,0,139,0,16,8000,1
ML01,1,2,2,90,1,B,20,0,119,0,20,10000,1
ML01,1,2,1,90,1,B,24,0,99,0,24,12000,0
ML01,1,1,2,60,1,B,2,0,192,0,2,1200,1
ML01,1,1,2,60,1,B,4,0,187,0,4,2400,1
ML01,1,1,2,60,1,B,6,0,182,0,6,3600,1
ML01,1,1,2,60,1,B,8,0,177,0,8,4800,1
ML01,1,1,2,60,1,B,10,0,172,0,10,6000,1
ML01,1,1,2,60,1,B,12,0,167,0,12,7200,1
ML01,1,1,2,30,1,B,16,0,157,0,16,9600,1
ML01,1,1,2,30,1,B,18,0,152,0,18,10800,1
ML01,1,1,2,30,1,B,22,0,142,0,22,13200,1
ML01,1,1,2,90,1,B,26,0,132,0,26,15600,1
ML01,1,1,2,90,1,B,30,0,122,0,30,18000,1
ML01,1,1,2,90,1,B,32,0,117,0,32,19200,1
ML01,1,2,1,60,1,B,22,0,139,0,22,13200,0
ML01,1,2,1,60,1,B,24,0,58,0,24,14400,0
ML01,1,2,1,60,1,B,2,0,99,0,2,1800,1
ML01,1,2,1,60,1,B,28,0,192,0,28,16800,0
ML01,1,2,1,60,1,B,30,0,187,0,30,18000,0
ML01,1,2,1,60,1,B,32,0,182,0,32,19200,0
ML01,1,2,1,30,1,B,3,0,177,0,3,2700,1
ML01,1,2,1,30,1,B,36,0,172,0,36,21600,0
ML01,1,2,1,30,1,B,38,0,167,0,38,22800,0
ML01,1,2,1,30,1,B,40,0,162,0,40,24000,0
ML01,1,2,1,30,1,B,42,0,157,0,42,25200,0
ML01,1,2,1,90,1,B,12,0,142,0,12,8400,0
ML01,1,2,1,90,1,B,15,0,137,0,15,15000,0
ML01,1,1,1,60,1,B,10,0,217,0,10,7000,0
ML01,1,1,1,60,1,B,16,0,205,0,16,11200,0
ML01,1,1,1,60,1,B,4,0,199,0,4,3600,1
ML01,1,1,1,30,1,B,22,0,187,0,22,15400,0
ML01,1,1,1,30,1,B,26,0,91,0,26,18200,0
ML01,1,1,1,30,1,B,28,0,169,0,28,19600,0
ML01,1,1,1,30,1,B,30,0,163,0,30,21000,0
ML01,1,1,1,90,1,B,5,0,157,0,5,3500,1
ML01,1,1,1,90,1,B,36,0,145,0,36,25200,0
ML01,1,1,1,90,1,B,42,0,196,0,42,29400,0
ML01,1,2,2,60,1,B,6,0,184,0,6,3600,1
ML01,1,2,2,60,1,B,8,0,180,0,8,4800,1
ML01,1,2,2,60,1,B,12,0,172,0,12,7200,1
ML01,1,2,2,30,1,B,14,0,168,0,14,8400,1
ML01,1,2,2,30,1,B,16,0,164,0,16,9600,1
ML01,1,2,2,30,1,B,18,0,160,0,18,10800,1
ML01,1,2,2,30,1,B,20,0,156,0,20,12000,1
ML01,1,2,2,90,1,B,24,0,148,0,24,14400,1
ML01,1,2,2,90,1,B,26,0,144,0,26,15600,1
ML01,1,2,2,90,1,B,30,0,136,0,30,18000,1
ML01,1,2,2,90,1,B,32,0,132,0,32,19200,1
ML01,1,2,1,90,1,B,34,0,67,0,34,20400,0
ML01,1,1,2,60,1,B,2,0,192,0,2,1400,1
ML01,1,1,2,60,1,B,6,0,184,0,6,4200,1
ML01,1,1,2,60,1,B,8,0,180,0,8,5600,1
ML01,1,1,2,60,1,B,12,0,172,0,12,8400,1
ML01,1,1,2,30,1,B,16,0,164,0,16,11200,1
ML01,1,1,2,30,1,B,18,0,160,0,18,12600,1
ML01,1,1,2,30,1,B,20,0,156,0,20,14000,1
ML01,1,1,2,30,1,B,22,0,152,0,22,15400,1
ML01,1,1,2,90,1,B,24,0,148,0,24,16800,1
ML01,1,1,2,90,1,B,26,0,144,0,26,18200,1
ML01,1,1,2,90,1,B,30,0,136,0,30,21000,1
ML01,1,1,2,90,1,B,32,0,132,0,32,22400,1
ML01,1,1,2,90,1,B,34,0,128,0,34,23800,1
ML01,1,2,1,60,1,B,12,0,184,0,12,8400,0
ML01,1,2,1,60,1,B,4,0,180,0,4,2000,1
ML01,1,2,1,60,1,B,16,0,176,0,16,11200,0
ML01,1,2,1,60,1,B,18,0,172,0,18,12600,0
ML01,1,2,1,30,1,B,20,0,168,0,20,14000,0
ML01,1,2,1,30,1,B,26,0,156,0,26,18200,0
ML01,1,2,1,30,1,B,28,0,152,0,28,19600,0
ML01,1,2,1,90,1,B,30,0,148,0,30,21000,0
ML01,1,2,1,90,1,B,34,0,140,0,34,23800,0
ML01,1,2,1,90,1,B,5,0,136,0,5,5000,0
ML01,1,1,2,60,1,C,10,0,222,0,10,5000,1
ML01,1,1,2,60,1,C,30,0,212,0,30,9000,1
ML01,1,1,2,60,1,C,12,0,192,0,12,8400,1
ML01,1,1,2,60,1,C,15,0,172,0,15,15000,1
ML01,1,1,2,60,1,C,5,0,152,0,5,8000,1
ML01,1,1,2,60,1,C,6,0,132,0,6,5400,1
ML01,1,1,2,30,1,C,8,0,112,0,8,9600,1
ML01,1,1,2,30,1,C,20,0,92,0,20,6000,0
ML01,1,1,2,30,1,C,25,0,72,0,25,10000,0
ML01,1,1,2,30,1,C,18,0,52,0,18,9000,0
ML01,1,1,2,30,1,C,22,0,32,0,22,11000,0
ML01,1,1,2,90,1,C,4,0,12,0,4,2000,0
ML01,1,1,2,90,1,C,7,0,179,0,7,3500,1
ML01,1,1,2,90,1,C,16,0,139,0,16,8000,1
ML01,1,2,1,60,1,C,10,0,162,0,10,5000,0
ML01,1,2,1,60,1,C,8,0,152,0,8,7200,0
ML01,1,2,1,60,1,C,22,0,132,0,22,17600,0
ML01,1,2,1,60,1,C,7,0,122,0,7,4900,1
ML01,1,2,1,60,1,C,30,0,112,0,30,24000,0
ML01,1,2,1,30,1,C,42,0,82,0,42,33600,0
ML01,1,2,1,30,1,C,2,0,72,0,2,3000,0
ML01,1,2,1,30,1,C,50,0,62,0,50,40000,0
ML01,1,2,1,90,1,C,54,0,52,0,54,43200,0
ML01,1,2,1,90,1,C,66,0,22,0,66,52800,0
ML01,1,2,1,90,1,C,3,0,12,0,3,4500,0
ML01,1,1,1,60,1,C,10,0,162,0,10,6500,0
ML01,1,1,1,60,1,C,14,0,152,0,14,11200,0
ML01,1,1,1,60,1,B,22,0,132,0,22,17600,0
ML01,1,1,1,60,1,C,11,0,122,0,11,7500,0
ML01,1,1,1,60,1,C,30,0,112,0,30,24000,0
ML01,1,1,1,30,1,C,5,0,102,0,5,7800,0
ML01,1,1,1,30,1,C,38,0,92,0,38,30400,0
ML01,1,1,1,30,1,C,42,0,82,0,42,33600,0
ML01,1,1,1,30,1,C,6,0,72,0,6,6000,0
ML01,1,1,1,30,1,C,50,0,62,0,50,40000,0
ML01,1,1,1,90,1,C,54,0,52,0,54,43200,0
ML01,1,1,1,90,1,C,8,0,42,0,8,7200,0
ML01,1,1,1,90,1,C,62,0,32,0,62,49600,0
ML01,1,1,1,90,1,C,66,0,22,0,66,52800,0
ML01,1,1,1,90,1,C,70,0,12,0,70,56000,0
ML01,1,1,1,90,1,C,74,0,2,0,74,59200,0
ML01,1,2,2,60,1,C,4,0,187,0,4,2400,1
ML01,1,2,2,60,1,C,6,0,182,0,6,3600,1
ML01,1,2,2,60,1,C,8,0,177,0,8,4800,1
ML01,1,2,2,60,1,C,10,0,172,0,10,6000,1
ML01,1,2,2,60,1,C,12,0,167,0,12,7200,1
ML01,1,2,2,30,1,C,16,0,157,0,16,9600,1
ML01,1,2,2,30,1,C,18,0,152,0,18,10800,1
ML01,1,2,2,30,1,C,20,0,147,0,20,12000,1
ML01,1,2,2,30,1,C,22,0,142,0,22,13200,1
ML01,1,2,2,90,1,C,24,0,137,0,24,14400,1
ML01,1,2,2,90,1,C,26,0,132,0,26,15600,1
ML01,1,2,2,90,1,C,28,0,5,0,28,16800,0
ML01,1,2,2,90,1,C,30,0,122,0,30,18000,1
ML01,1,2,2,90,1,C,32,0,117,0,32,19200,1
ML01,1,2,2,90,1,C,34,0,112,0,34,20400,1
ML01,1,1,1,60,1,C,4,0,192,0,4,2400,1
ML01,1,1,1,60,1,C,6,0,187,0,6,3600,1
ML01,1,1,1,60,1,C,12,0,177,0,12,7200,0
ML01,1,1,1,60,1,C,18,0,167,0,18,10800,0
ML01,1,1,1,30,1,C,22,0,162,0,22,13200,0
ML01,1,1,1,30,1,C,26,0,152,0,26,15600,0
ML01,1,1,1,30,1,C,28,0,147,0,28,16800,0
ML01,1,1,1,30,1,C,30,0,142,0,30,18000,0
ML01,1,1,1,90,1,C,32,0,137,0,32,19200,0
ML01,1,1,1,90,1,C,34,0,132,0,34,20400,0
ML01,1,1,1,90,1,C,36,0,127,0,36,21600,0
ML01,1,1,1,90,1,C,38,0,122,0,38,22800,0
ML01,1,2,2,60,1,C,10,0,222,0,10,5000,1
ML01,1,2,2,60,1,C,30,0,212,0,30,9000,1
ML01,1,2,2,60,1,C,12,0,192,0,12,8400,1
ML01,1,2,2,60,1,C,6,0,132,0,6,5400,1
ML01,1,2,2,30,1,C,8,0,112,0,8,9600,1
ML01,1,2,2,30,1,C,25,0,72,0,25,10000,0
ML01,1,2,2,30,1,C,18,0,52,0,18,9000,0
ML01,1,2,2,30,1,C,22,0,32,0,22,11000,0
ML01,1,2,2,90,1,C,5,0,12,0,5,8000,0
ML01,1,2,2,90,1,C,16,0,139,0,16,8000,1
ML01,1,2,2,90,1,C,20,0,119,0,20,10000,1
ML01,1,2,1,90,1,C,24,0,99,0,24,12000,0
ML01,1,1,2,60,1,C,2,0,192,0,2,1200,1
ML01,1,1,2,60,1,C,4,0,187,0,4,2400,1
ML01,1,1,2,60,1,C,6,0,182,0,6,3600,1
ML01,1,1,2,60,1,C,8,0,177,0,8,4800,1
ML01,1,1,2,30,1,C,14,0,162,0,14,8400,1
ML01,1,1,2,30,1,C,18,0,152,0,18,10800,1
ML01,1,1,2,30,1,C,20,0,147,0,20,12000,1
ML01,1,1,2,90,1,C,24,0,137,0,24,14400,1
ML01,1,1,2,90,1,C,26,0,132,0,26,15600,1
ML01,1,1,2,90,1,C,28,0,127,0,28,16800,1
ML01,1,1,2,90,1,C,30,0,122,0,30,18000,1
ML01,1,1,2,90,1,C,34,0,112,0,34,20400,1
ML01,1,2,1,60,1,C,24,0,119,0,24,14400,0
ML01,1,2,1,60,1,C,6,0,99,0,6,1200,1
ML01,1,2,1,60,1,C,30,0,187,0,30,18000,0
ML01,1,2,1,60,1,C,32,0,182,0,32,19200,0
ML01,1,2,1,30,1,C,34,0,177,0,34,20400,0
ML01,1,2,1,30,1,C,36,0,172,0,36,21600,0
ML01,1,2,1,30,1,C,38,0,167,0,38,22800,0
ML01,1,2,1,30,1,C,40,0,162,0,40,24000,0
ML01,1,2,1,30,1,C,42,0,157,0,42,25200,0
ML01,1,2,1,90,1,C,10,0,30,0,10,5000,0
ML01,1,2,1,90,1,C,30,0,147,0,30,9000,0
ML01,1,2,1,90,1,C,12,0,142,0,12,8400,0
ML01,1,2,1,90,1,C,15,0,137,0,15,15000,0
ML01,1,1,1,60,1,C,14,0,211,0,14,9800,0
ML01,1,1,1,60,1,C,1,0,205,0,1,3000,1
ML01,1,1,1,60,1,C,18,0,199,0,18,12600,0
ML01,1,1,1,60,1,C,20,0,193,0,20,14000,0
ML01,1,1,1,30,1,C,22,0,187,0,22,15400,0
ML01,1,1,1,30,1,C,4,0,181,0,4,3600,1
ML01,1,1,1,30,1,C,26,0,175,0,26,18200,0
ML01,1,1,1,30,1,C,28,0,169,0,28,19600,0
ML01,1,1,1,30,1,C,30,0,163,0,30,21000,0
ML01,1,1,1,90,1,C,5,0,157,0,5,2500,1
ML01,1,1,1,90,1,C,3,0,151,0,3,3300,1
ML01,1,1,1,90,1,C,36,0,145,0,36,25200,0
ML01,1,1,1,90,1,C,38,0,139,0,38,26600,0
ML01,1,1,1,90,1,C,40,0,133,0,40,28000,0
ML01,1,2,2,60,1,C,2,0,192,0,2,1200,1
ML01,1,2,2,60,1,C,4,0,188,0,4,2400,1
ML01,1,2,2,60,1,C,6,0,184,0,6,3600,1
ML01,1,2,2,60,1,C,8,0,180,0,8,4800,1
ML01,1,2,2,60,1,C,10,0,176,0,10,6000,1
ML01,1,2,2,60,1,C,12,0,172,0,12,7200,1
ML01,1,2,2,30,1,C,14,0,168,0,14,8400,1
ML01,1,2,2,30,1,C,16,0,164,0,16,9600,1
ML01,1,2,2,30,1,C,18,0,160,0,18,10800,1
ML01,1,2,2,30,1,C,20,0,156,0,20,12000,1
ML01,1,2,2,30,1,C,22,0,152,0,22,13200,1
ML01,1,2,2,90,1,C,24,0,148,0,24,14400,1
ML01,1,2,2,90,1,C,28,0,140,0,28,16800,1
ML01,1,2,2,90,1,C,30,0,136,0,30,18000,1
ML01,1,2,2,90,1,C,32,0,132,0,32,19200,1
ML01,1,2,1,90,1,C,34,0,128,0,34,20400,0
ML01,1,1,2,60,1,C,2,0,192,0,2,1400,1
ML01,1,1,2,60,1,C,4,0,188,0,4,2800,1
ML01,1,1,2,60,1,C,6,0,184,0,6,4200,1
ML01,1,1,2,60,1,C,12,0,172,0,12,8400,1
ML01,1,1,2,30,1,C,16,0,164,0,16,11200,1
ML01,1,1,2,30,1,C,18,0,160,0,18,12600,1
ML01,1,1,2,30,1,C,20,0,156,0,20,14000,1
ML01,1,1,2,30,1,C,22,0,152,0,22,15400,1
ML01,1,1,2,90,1,C,24,0,148,0,24,16800,1
ML01,1,1,2,90,1,C,26,0,144,0,26,18200,1
ML01,1,1,2,90,1,C,28,0,140,0,28,19600,1
ML01,1,1,2,90,1,C,30,0,136,0,30,21000,1
ML01,1,1,2,90,1,C,32,0,132,0,32,22400,1
ML01,1,1,2,90,1,C,34,0,128,0,34,23800,1
ML01,1,2,1,60,1,C,4,0,192,0,4,1600,1
ML01,1,2,1,60,1,C,10,0,38,0,10,7000,0
ML01,1,2,1,60,1,C,12,0,184,0,12,8400,0
ML01,1,2,1,60,1,C,14,0,180,0,14,9800,0
ML01,1,2,1,60,1,C,16,0,176,0,16,11200,0
ML01,1,2,1,60,1,C,18,0,172,0,18,12600,0
ML01,1,2,1,30,1,C,20,0,168,0,20,14000,0
ML01,1,2,1,30,1,C,22,0,164,0,22,15400,0
ML01,1,2,1,30,1,C,24,0,160,0,24,16800,0
ML01,1,2,1,30,1,C,28,0,152,0,28,19600,0
ML01,1,2,1,90,1,C,30,0,148,0,30,21000,0
ML01,1,2,1,90,1,C,32,0,144,0,32,22400,0
ML01,1,2,1,90,1,C,5,0,136,0,5,5000,0
ML02,1,1,2,60,1,A,10,0,222,0,10,5000,1
ML02,1,1,2,60,1,A,30,0,212,0,30,9000,1
ML02,1,1,2,60,1,A,12,0,192,0,12,8400,1
ML02,1,1,2,60,1,A,5,0,152,0,5,8000,1
ML02,1,1,2,30,1,A,8,0,112,0,8,9600,1
ML02,1,1,2,90,1,A,4,0,12,0,4,2000,0
ML02,1,1,2,90,1,A,12,0,159,0,12,46000,0
ML02,1,1,2,90,1,A,20,0,119,0,20,10000,1
ML02,1,2,1,60,1,A,3,0,162,0,3,2500,1
ML02,1,2,1,60,1,A,5,0,152,0,5,2600,1
ML02,1,2,1,60,1,A,7,0,142,0,7,2700,1
ML02,1,2,1,60,1,A,9,0,132,0,9,2800,1
ML02,1,2,1,60,1,A,11,0,122,0,11,5000,0
ML02,1,2,1,60,1,A,13,0,112,0,13,7000,0
ML02,1,2,1,30,1,A,15,0,102,0,15,6200,0
ML02,1,2,1,30,1,A,17,0,92,0,17,6800,0
ML02,1,2,1,30,1,A,19,0,82,0,19,7400,0
ML02,1,2,1,30,1,A,21,0,72,0,21,9000,0
ML02,1,2,1,30,1,A,3,0,62,0,3,1200,0
ML02,1,2,1,90,1,A,27,0,42,0,27,15500,0
ML02,1,2,1,90,1,A,2,0,32,0,2,2500,0
ML02,1,2,1,90,1,A,31,0,22,0,31,20000,0
ML02,1,1,1,60,1,A,10,0,162,0,10,3000,1
ML02,1,1,1,60,1,A,14,0,152,0,14,11200,0
ML02,1,1,1,60,1,A,18,0,142,0,18,14400,0
ML02,1,1,1,60,1,A,22,0,132,0,22,1200,1
ML02,1,1,1,60,1,A,26,0,122,0,26,20800,0
ML02,1,1,1,60,1,A,30,0,112,0,30,4500,1
ML02,1,1,1,30,1,A,34,0,102,0,34,27200,0
ML02,1,1,1,30,1,A,38,0,92,0,38,30400,0
ML02,1,1,1,30,1,A,1,0,72,0,1,1200,0
ML02,1,1,1,30,1,A,50,0,62,0,50,40000,0
ML02,1,1,1,90,1,A,54,0,52,0,54,43200,0
ML02,1,1,1,90,1,A,5,0,42,0,5,4500,0
ML02,1,1,1,90,1,A,62,0,32,0,62,49600,0
ML02,1,1,1,90,1,A,70,0,12,0,70,56000,0
ML02,1,1,1,90,1,A,74,0,2,0,74,59200,0
ML02,1,2,2,60,1,A,6,0,182,0,6,3600,1
ML02,1,2,2,60,1,A,8,0,177,0,8,4800,1
ML02,1,2,2,60,1,A,10,0,172,0,10,6000,1
ML02,1,2,2,60,1,A,3,0,167,0,3,30000,0
ML02,1,2,2,30,1,A,14,0,162,0,14,8400,1
ML02,1,2,2,30,1,A,16,0,157,0,16,9600,1
ML02,1,2,2,30,1,A,20,0,235,0,20,12000,1
ML02,1,2,2,30,1,A,22,0,142,0,22,13200,1
ML02,1,2,2,90,1,A,24,0,137,0,24,14400,1
ML02,1,2,2,90,1,A,26,0,132,0,26,15600,1
ML02,1,2,2,90,1,A,28,0,127,0,28,16800,1
ML02,1,2,2,90,1,A,30,0,122,0,30,18000,1
